title| total_time |yields|ingredients|instructions|calories|nutrients|category
Naked Eggs Benedict|35|2 servings|['2 teaspoons butter', '4 slices deli ham', '2 large eggs', '1 pinch salt', '1 pinch cayenne pepper', '1 lemon, juiced', '1 tablespoon water', 'salt to taste', '2 tablespoons unsalted butter,', '1 pinch cayenne pepper', '1 English muffin', '1 teaspoon chives to garnish']|Preheat the oven to 350 degrees F (175 degrees C). Grease 2 (5 ounce) ramekins (or 2 wells of a standard muffin tin) with melted butter.Line each ramekin with two slices of ham, being sure to get the edges even around the top.Crack 1 egg into a small bowl; gently transfer to a ham-lined ramekin; repeat with the second egg. Season each egg with salt and cayenne, to taste.Bake in the preheated oven until the whites are just barely set, and the yolks are still soft and a little runny, 20 to 25 minutes. The eggs will continue to cook and set more firmly once removed from the oven if left in the hot ramekins.When eggs have 10 minutes cook time remaining, make lemon butter sauce. Add lemon juice, water, and salt to a small pan. Bring to a simmer over medium heat, and simmer until liquid has reduced by about half, 1 to 2 minutes.Reduce heat to lowest setting and add butter slices. Start swirling and shaking the pan until butter is almost fully emulsified, then turn off the heat. Continue swirling pan until butter is entirely melted. Taste; add cayenne or hot sauce if using. Keep pan in a warm spot until needed. Sauce will thicken slightly as it coolsToast and butter English muffins, transfer baked ham and eggs onto muffin halves, and spoon warm sauce over. Sprinkle with chives and serve immediately.|550 kcal|{'calories': '550 kcal', 'carbohydrateContent': '49 g', 'cholesterolContent': '262 mg', 'fiberContent': '3 g', 'proteinContent': '20 g', 'saturatedFatContent': '13 g', 'sodiumContent': '1220 mg', 'sugarContent': '20 g', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}|Breakfast,Brunch,Entree
Baked Yogurt Custard Toast|30|2 servings|['2 tablespoons unsalted butter', '4 slices French bread', '1/2 cup plus 2 tablespoons Greek yogurt', '1 tablespoon honey', '1/4 teaspoon vanilla extract', '1 teaspoon lemon zest', '1 large egg', '1/4 teaspoon kosher salt', '1 cup blueberries', '1 cup strawberries', '1/3 cup maple syrup', '1 teaspoon fresh lemon juice']|Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with a silicone mat or parchment.Butter one side of bread, and place butter-side-down on the prepared baking sheet.Whisk together yogurt, honey, vanilla extract, lemon zest, egg, and salt in a mixing bowl. Spoon custard mixture over bread, all the way to the edges, and pressing down lightly as you apply, to help the bread absorb as much as possible. Try to use all the custard.Bake in the preheated oven until golden brown, 20 to 25 minutes.Meanwhile, stir blueberries, strawberries, maple syrup, and lemon juice together in a bowl; set aside until needed.Serve custard toast immediately topped with fresh fruit.|562 kcal|{'calories': '562 kcal', 'carbohydrateContent': '78 g', 'cholesterolContent': '127 mg', 'fiberContent': '3 g', 'proteinContent': '24 g', 'saturatedFatContent': '9 g', 'sodiumContent': '991 mg', 'sugarContent': '17 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}|Breakfast
Uova in Purgatorio (Eggs in Purgatory)|20|2 servings|['2 tablespoons extra-virgin olive oil', '1 clove garlic, crushed', '3 black Italian olives, pitted and chopped, or more to taste', '1 teaspoon capers', '1 anchovy fillet in oil, drained', '7 ounces Italian tomato sauce (crushed tomatoes)', '½ cup water', '1 sprig chopped fresh parsley', 'salt to taste', '2 large eggs']|Heat oil in a skillet over low heat. Add garlic, olives, capers, and anchovy; cook for 1 to 2 minutes. Add tomato sauce and water, bring to a boil, and simmer until flavors combine, about 10 minutes. Add parsley and season with salt.Gently add eggs directly into tomato sauce without breaking the yolks. Cook until eggs are just cooked, 3 to 5 minutes.|245 kcal|{'calories': '245 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '188 mg', 'fiberContent': '3 g', 'proteinContent': '9 g', 'saturatedFatContent': '4 g', 'sodiumContent': '470 mg', 'sugarContent': '1 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}|Brunch,Breakfast
Shakshuka for One|20|1 serving|['2 tablespoons olive oil, divided', '2 button mushrooms, sliced', '1/4 cup red onion', '1/2 cup peppers and/or sweet peppers', '1/4 teaspoon kosher salt, or to taste', '1/2 teaspoon cumin', '1/2 teaspoon smoked paprika', '1/8 teaspoon ground turmeric', '1/8 teaspoon dried oregano', '1/8 teaspoon ground black pepper, plus more to taste', '1 pinch cayenne pepper', '1/2 cup sauce', '1/4 cup water, or more as needed', '2 tablespoons fresh cilantro, divided', '2 tablespoons feta cheese, divided', '1 large egg', '1 pinch Aleppo chili flakes', 'sliced bread to serve alongside']|Add 1 tablespoon olive oil to a small pan or skillet.Place mushrooms in a single layer in the skillet, and sprinkle with a pinch of salt. Top with onions, then peppers, and another pinch of salt.Place on medium high heat, and wait for mushrooms to start sizzling. Cook until bottoms of mushrooms are nicely browned, about 3 minutes, and then stir everything together and cook for 1 minute more.Add cumin, paprika, turmeric, oregano, black pepper, and cayenne and cook, stirring, for another 30 to 60 seconds. Stir in tomato puree and water, and wait for mixture to simmer. Stir in cilantro, and scatter over half the feta.Use a spoon to make a well in the center, and transfer in the egg. Reduce heat to medium low, cover, and cook until the egg is done to your liking, 3 to 5 minutes.Serve immediately topped with Aleppo chili flakes, and the remaining olive oil, feta, and cilantro, with bread on the side.|530 kcal|{'calories': '530 kcal', 'carbohydrateContent': '36 g', 'cholesterolContent': '203 mg', 'fiberContent': '6 g', 'proteinContent': '16 g', 'saturatedFatContent': '8 g', 'sodiumContent': '1291 mg', 'sugarContent': '14 g', 'fatContent': '38 g', 'unsaturatedFatContent': '0 g'}|Breakfast,Entree
Orange French Toast Bake|30|12 servings|['4 large eggs', '1/2 cup milk', '1/4 cup white sugar', '1/4 cup riple Sec', '1/2 orange, zested and juiced', '1 teaspoon orange extract', '1/4 teaspoon salt', '1/8 teaspoon nutmeg', '12 slices cinnamon raisin bread', '1 tablespoon confectioners sugar, or as needed (optional)', '2 tablespoons maple syrup, or as needed']|Preheat the oven to 375 degrees F (190 degrees C). Lightly grease two large baking sheets or line with parchment paper, lightly sprayed with cooking spray, which will keep the bread from sticking.In a bowl, whisk eggs until light in color. Add milk, sugar, orange liqueur, orange juice, orange zest, orange extract, salt, and nutmeg, whisking until well combined.Coat bread slices in the egg custard, and place on the baking sheets without overlapping. Bake until golden brown, flipping halfway through baking time, about 15 minutes.To serve, sprinkle with confectioners sugar and drizzle with maple syrup.|186 kcal|{'calories': '186 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '63 mg', 'fiberContent': '3 g', 'proteinContent': '5 g', 'saturatedFatContent': '1 g', 'sodiumContent': '168 mg', 'sugarContent': '17 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}|Breakfast
Croissant French Toast Bake|60|10 servings|['cooking spray', '6 large eggs', '1 cup milk', '1/2 cup heavy cream', '2 tablespoons brown sugar', '2 teaspoons vanilla extract', '2 teaspoons ground cinnamon', '1/4 teaspoon salt', '8 large croissants (about 1 1/4 pounds), halved horizontally', "confectioner's sugar"]|Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Generously coat a 9x13-inch baking dish with nonstick cooking spray.Whisk together eggs, milk, heavy cream, brown sugar, vanilla, cinnamon, and salt in a large bowl.Dip each croissant half in the egg mixture until fully soaked.Arrange dipped croissants in the prepared baking dish, overlapping as needed. Pour any remaining egg mixture over croissants.Bake in the preheated oven until golden brown and a knife inserted in the center comes out clean, about 30 minutes.Let stand 15 minutes before serving. Serve with desired toppings.|325 kcal|{'calories': '325 kcal', 'carbohydrateContent': '29 g', 'cholesterolContent': '163 mg', 'fiberContent': '2 g', 'proteinContent': '9 g', 'saturatedFatContent': '10 g', 'sodiumContent': '361 mg', 'sugarContent': '10 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}|Brunch,Breakfast,Entree
Chilaquiles with Homemade Tomato Sauce|50|4 servings|['16 corn tortillas', '2 cups oil, or as needed for frying', '1 teaspoon kosher salt, plus more to taste', '2 cups water', '2 chiles, stems and seeds removed', '1 white onion, quartered', '3 cloves garlic', '4 tomatoes, quartered', '2 jalapenos, halved', '1 teaspoon ground cumin', '1 (14.5 ounce) fire-roasted diced tomatoes', '2 teaspoons red wine vinegar', '1 tablespoon olive oil', '4 large eggs', '1/2 cup queso fresco', '1 avocado, sliced', '1/4 cup crema', 'sliced radish, hot sauce, chopped cilantro']|Cut each tortilla into 8 wedges. Heat oil to 350 degrees F (180 degrees C) in a large pot over medium-high heat. Add tortillas to fry in batches, taking care not to crowd the pot. Cook, stirring constantly until golden and crispy, 1 to 2 minutes. Remove from oil with a slotted spoon and drain well on paper towels. Sprinkle with salt to taste immediately. Repeat with remaining tortillas.In a large saucepan, add water and guajillo chiles. Bring mixture to a boil over high heat, reduce temperature, and simmer until chiles soften, about 5 minutes. Return heat to medium-high and add onion, garlic, tomatoes, jalapenos, cumin, and 1 teaspoon salt. Cook, stirring occasionally, until onion has softened, about 10 minutes.Remove from heat and carefully pour mixture into a blender or food processor. Add canned tomatoes, vinegar, and olive oil. Remove center from the lid to allow steam to escape and blend until smooth, about 1 minute, scraping down the sides as necessary.In a large skillet over medium heat, add 1 cup of sauce and bring to a simmer, stirring often. Add 1/4 of the chips and cook about 3 minutes, stirring frequently, until the chips are well-coated in sauce and fully heated through. Place chips on a plate.In a separate small skillet, heat 1/2 tablespoon butter over medium heat. Crack an egg into the butter and cook over easy or as desired. Add egg to chips and top with queso fresco, avocado, crema, and any other desired toppings.|816 kcal|{'calories': '816 kcal', 'carbohydrateContent': '68 g', 'cholesterolContent': '209 mg', 'fiberContent': '18 g', 'proteinContent': '20 g', 'saturatedFatContent': '11 g', 'sodiumContent': '763 mg', 'sugarContent': '11 g', 'fatContent': '55 g', 'unsaturatedFatContent': '0 g'}|Breakfast,Entree
Easy Breakfast Tortilla Pizza|20|1 serving|['1/2 tablespoon butter, softened', '1 (10-inch) tortilla', '3 large eggs', '1/4 teaspoon salt', '1/4 teaspoon ground black pepper', '1/2 cup total assorted toppings']|Preheat the oven to 350 degrees F (175 degrees C).Rub butter along the bottom and sides of a 8 or 9 inch cake pan. Press tortilla down into the buttered pan and against the sides. Crack each egg next to each other on the tortilla. Sprinkle with salt and pepper and add desired toppings evenly on top.Bake in the preheated oven until egg whites are set and tortilla has become lightly browned and toasted along the edges and bottom, 13 to 15 minutes.|1928 kcal|{'calories': '1928 kcal', 'carbohydrateContent': '248 g', 'cholesterolContent': '629 mg', 'fiberContent': '15 g', 'proteinContent': '70 g', 'saturatedFatContent': '27 g', 'sodiumContent': '3264 mg', 'sugarContent': '1 g', 'fatContent': '70 g', 'unsaturatedFatContent': '0 g'}|Breakfast
Baked Skillet Pancake|20|2 servings|['4 tablespoons butter', '1/2 cup flour', '1/2 cup milk', '2 large eggs', "1 tablespoon confectioner's sugar, or to taste", '1/4 teaspoon cinnamon, or to taste']|Preheat the oven to 450 degrees F (230 degrees C). Place a large cast iron skillet in the oven while preheating.Add butter to skillet to melt a few minutes before preheating is complete.Whisk flour and milk together in a bowl. Whisk in eggs. Batter will be slightly lumpy.Carefully remove skillet from oven; pour batter into the hot skillet over melted butter.Return to the oven and bake until lightly golden and crispy around edges, 10 to 15 minutes.Dust with confectioner’s sugar and cinnamon, as desired, while still warm.|434 kcal|{'calories': '434 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '252 mg', 'fiberContent': '1 g', 'proteinContent': '12 g', 'saturatedFatContent': '17 g', 'sodiumContent': '283 mg', 'sugarContent': '7 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}|Breakfast,Entree
Cheesecake Pancakes|27|10 servings|['8 ounces fresh strawberries, hulled and chopped', '3/4 cup strawberry jam', '4 ounces cream cheese, softened', '5 tablespoons white sugar, divided', '2 teaspoons milk', '1/4 teaspoon vanilla extract', '1 3/4 cups all purpose flour', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon salt', '1 large egg, lightly beaten', '1 1/2 cups buttermilk', '3 tablespoons vegetable oil', 'cooking spray', 'Graham cracker crumbs or powdered sugar for topping']|Gather all ingredients.For topping, combine strawberries and jam in a small saucepan. Bring to a simmer; set aside.For cream cheese swirl, combine cream cheese, 3 tablespoons sugar, milk, and vanilla in a small bowl. Beat with an electric mixer until smooth.Transfer cream cheese mixture to a pastry bag or a resealable plastic bag with a corner snipped off.For pancake batter, combine flour, remaining 2 tablespoons sugar, baking powder, baking soda, and salt in a large bowl.Combine egg, buttermilk, and oil in a medium bowl.Add egg mixture all at once to the flour mixture. Stir just until moistened (batter should be slightly lumpy).Heat an extra-large nonstick skillet or griddle over medium heat. Coat with cooking spray. Pour 1/3 cup portions of batter onto the skillet. Reduce heat to medium-low.Cook until bottoms are golden brown and edges are slightly dry and bubbles form at the edges of the pancakes, 2 to 3 minutes.Pipe a swirl of cream cheese onto each pancake starting from the center.Coat the uncooked side of the pancakes with cooking spray.Turn and cook 2 to 3 minutes more on the other side. Repeat with remaining batter and cream cheese mixture.Serve with strawberry topping and sprinkle with graham cracker crumbs or dust with powdered sugar.|277 kcal|{'calories': '277 kcal', 'carbohydrateContent': '44 g', 'cholesterolContent': '32 mg', 'fiberContent': '1 g', 'proteinContent': '5 g', 'saturatedFatContent': '3 g', 'sodiumContent': '335 mg', 'sugarContent': '21 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}|Breakfast
PB&J Stuffed French Toast|18|4 servings|['8 slices brioche bread', '1/4 cup peanut butter', '1/4 cup jelly', '3 large eggs', '1/2 cup whole milk', '1/2 teaspoon cinnamon', '1/4 butter, divided', '1/2 tablespoon powdered sugar, or to taste (for dusting)']|Spread 1 tablespoon peanut butter over the center of 4 slices of bread, taking care not to spread it all the way to the edges. Repeat with remaining bread slices and jelly. Place peanut butter slices on top of the jelly slices to make a peanut butter and jelly sandwich.Whisk eggs, milk, and cinnamon together in a shallow dish until well combined. Place one sandwich in egg mixture, allowing it to soak through just slightly. Flip and repeat.Heat 1 tablespoon butter in a skillet over medium heat. Place sandwich into skillet and cook until golden and lightly toasted, about 4 minutes. Flip and repeat until egg is cooked through and the sandwich is toasted on both sides. Repeat with the remaining sandwiches, egg mixture, and butter.Dust with powdered sugar and serve immediately.|840 kcal|{'calories': '840 kcal', 'carbohydrateContent': '79 g', 'cholesterolContent': '370 mg', 'fiberContent': '3 g', 'proteinContent': '22 g', 'saturatedFatContent': '25 g', 'sodiumContent': '816 mg', 'sugarContent': '22 g', 'fatContent': '50 g', 'unsaturatedFatContent': '0 g'}|Breakfast
